标题,总价（万）,单价,小区,区域,房间数,大小,朝向,建造时间,标签
禹洲花园一期 正规两房 接地气楼层 满五,438.0,58816,禹洲花园(一期),思明,2,74.5,东西,2000,"['东西', '满五年', '近地铁', '车位充足']"
江头中心地段，电梯四房，送近80平大露台,678.0,55941,福园公寓,湖里,4,121.2,南北,2002,"['南北', '满二年', '近地铁']"
满五省个税05年地铁口电梯房一梯两户南北通透边套业主诚意出售,588.0,45927,金彩花苑,湖里,3,128,南北,2003,"['南北', '满五年', '近地铁', '车位充足']"
禾祥 南北通透四房 南北双阳台,1018.0,68957,禾祥商城,思明,4,147.6,南北,2002,"['南北', '满二年', '近地铁']"
精装修 槟榔花园 南北通透 3室2厅 看房方便,656.0,65339,槟榔花园,思明,3,100.4,南北,1993,"['南北', '满五年', '近地铁']"
厦禾路 亿力品质 南北通透 居家三房 楼层带小区,1348.0,100929,亿力音乐花园琴园,思明,3,133.6,南北,2005,"['南北', '满五年', '近地铁']"
前埔brt旁小区中庭精装三房带前后花园城售,498.0,47079,前埔北区二里,思明,3,105.8,南北,2003,"['南北', '满五年', '近地铁']"
必卖好房，电梯，前埔二里，国贸新城，大三房朝南，看房有锁,530.0,50142,前埔北区二里,思明,3,105.7,南北,2000,"['南北', '满五年', '近地铁']"
禾祥观澜旁 奔马新村 滨东小 电梯 边套 四房两卫 省个税,838.0,63970,奔马新村,思明,4,131,南北,2005,"['南北', '满二年', '近地铁']"
降价80万禾祥东万象城地铁 小区电梯小高层 南北4房厅带阳台,888.0,64024,大洲城市花园,思明,4,138.7,南北,2005,"['南北', '唯一住房', '近地铁', '车位充足']"
维多利亚看中庭朝南两房价格可以小刀,408.0,45299,海晟维多利亚,海沧,2,90.1,东南,2010,"['东南', '满五年', '近地铁', '绿化率高']"
滨北 惠祥花园2000年 框架 电梯小二房 朝东 满五,358.0,69126,惠祥花园,思明,2,51.8,东,2000,"['东', '满五年', '近地铁', '车位充足']"
吕厝双地铁口江宁里框架大2房精装拎包入住,368.0,46891,江宁里,湖里,2,78.5,南北,1999,"['南北', '满二年', '近地铁']"
仅一套 新华城 高层朝南大三房 精装修 海景 空户实小,1550.0,131814,新华城,思明,3,117.6,南北,2009,"['南北', '满五年', '近地铁', '车位充足']"
